Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEC1AEA,2023.03,242248,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2023.06,250743,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2023.09,254183,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2023.12,260673,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2024.03,262739,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2024.06,266345,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2024.09,265295,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2024.12,267712,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2025.03,268058,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2025.06,270882,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2025.09,270570,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AEA,2025.12,274623,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,35-39,Actual,,
BDCQ.SEC1AFA,2011.06,200611,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2011.09,200739,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2011.12,202142,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2012.03,198177,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2012.06,203496,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2012.09,201889,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2012.12,202979,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2013.03,199771,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2013.06,204414,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2013.09,201823,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2013.12,202879,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2014.03,199836,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2014.06,204202,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2014.09,202620,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2014.12,203458,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2015.03,199488,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2015.06,203985,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2015.09,201205,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2015.12,200980,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2016.03,196512,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2016.06,200519,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2016.09,198028,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2016.12,197968,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2017.03,194281,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2017.06,198969,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2017.09,196741,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2017.12,196759,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2018.03,194787,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2018.06,197295,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2018.09,194836,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2018.12,196401,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2019.03,195885,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2019.06,199258,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2019.09,198648,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2019.12,201396,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2020.03,200882,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2020.06,203243,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2020.09,202663,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2020.12,203291,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2021.03,203917,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2021.06,208018,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2021.09,209175,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2021.12,211603,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2022.03,210554,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2022.06,213352,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2022.09,213553,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2022.12,216560,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2023.03,219332,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2023.06,225974,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2023.09,227934,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2023.12,232323,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2024.03,233633,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2024.06,236494,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2024.09,235087,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2024.12,236940,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2025.03,237065,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2025.06,239524,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2025.09,239002,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AFA,2025.12,241909,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,40-44,Actual,,
BDCQ.SEC1AGA,2011.06,200716,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2011.09,199633,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2011.12,200393,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2012.03,195931,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2012.06,199520,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2012.09,197102,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2012.12,197388,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2013.03,193823,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2013.06,198175,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2013.09,195633,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2013.12,197447,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2014.03,194871,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2014.06,199001,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2014.09,198294,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2014.12,199495,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2015.03,197251,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2015.06,201797,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2015.09,200690,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2015.12,202262,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2016.03,200341,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2016.06,205819,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2016.09,205219,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2016.12,207175,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2017.03,204575,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2017.06,210542,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2017.09,209987,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2017.12,212074,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2018.03,210506,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2018.06,213710,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2018.09,210905,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2018.12,212527,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2019.03,211458,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2019.06,214647,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2019.09,213086,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2019.12,215152,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2020.03,213930,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2020.06,214669,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2020.09,212554,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2020.12,211554,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2021.03,209204,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2021.06,211396,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2021.09,209934,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2021.12,211056,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2022.03,208913,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2022.06,209562,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2022.09,207735,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2022.12,207516,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2023.03,207914,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2023.06,210323,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2023.09,209353,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2023.12,211144,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2024.03,210715,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2024.06,211475,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2024.09,209409,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2024.12,210741,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2025.03,209971,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2025.06,211645,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2025.09,210389,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AGA,2025.12,212555,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,45-49,Actual,,
BDCQ.SEC1AHA,2011.06,178833,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2011.09,179516,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2011.12,182273,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2012.03,179872,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2012.06,185132,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2012.09,184200,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2012.12,186354,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2013.03,184961,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2013.06,189860,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2013.09,188941,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2013.12,191271,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2014.03,189478,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2014.06,193511,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2014.09,193125,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2014.12,194840,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2015.03,191884,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2015.06,195115,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2015.09,193237,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2015.12,194080,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2016.03,191124,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2016.06,194778,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2016.09,192762,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2016.12,193638,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2017.03,190864,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2017.06,194726,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2017.09,193125,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2017.12,193862,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2018.03,192452,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2018.06,194782,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2018.09,192529,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2018.12,194835,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2019.03,194083,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2019.06,196804,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2019.09,195809,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2019.12,198502,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2020.03,198223,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2020.06,199776,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2020.09,199864,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2020.12,201258,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2021.03,201368,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2021.06,205007,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2021.09,206088,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2021.12,208792,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2022.03,207981,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2022.06,209756,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2022.09,210046,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2022.12,212147,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2023.03,212251,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2023.06,214878,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2023.09,212597,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2023.12,213767,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2024.03,212537,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2024.06,212838,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2024.09,209789,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2024.12,210297,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2025.03,208791,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2025.06,208581,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2025.09,206549,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AHA,2025.12,206403,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,50-54,Actual,,
BDCQ.SEC1AIA,2011.06,140309,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2011.09,140582,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2011.12,142899,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2012.03,141017,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2012.06,145014,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2012.09,144340,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2012.12,146247,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2013.03,145070,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2013.06,149060,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2013.09,148513,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2013.12,151272,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2014.03,150405,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2014.06,154333,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2014.09,155064,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2014.12,156979,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2015.03,156134,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2015.06,160360,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
BDCQ.SEC1AIA,2015.09,160021,,F,Number,0,Business Data Collection - BDC,Age by employment variable,Filled jobs,55-59,Actual,,
